,Tweet,Emotion,Intensity
1449,Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB,sadness,0
1450,"Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost",sadness,2
1451,My heads still in Ibiza but my body is sat at me desk at work #depressing,sadness,3
1452,@BigBossPeltonen \nLikewise #death #cutting #despair,sadness,3
1453,@thatsabingo grim really,sadness,3
1454,"@LVLMLeah Nooooooooooooooooooooo. We have stupid, dismal, lame winters where we maybe get some dangerous ice once.",sadness,2
1455,i got his bitch depress,sadness,2
1456,"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma",sadness,3
1457,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris,sadness,2
1458,"@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --",sadness,1
1459,My son 11 has 128 friends on Facebook and yet is moping around the house complaining he has no one to talk to. I'm right here son,sadness,1
1460,"A tummy full of steak, wine, key lime pine and cuddles on tap. What a way to turn around a stressful Wednesday ðŸ’›",sadness,0
1461,Free live music in DC tonight!  #blues with #MoonshineSociety at @thehamiltondc in the Loft starting at 10:30pm @FreeinDCBlog @WTOPFreebies,sadness,0
1462,@punjabified porkistan lost terribly in 65 because of american intervation to talk we stopped,sadness,1
1463,@ITdominiccoyle @IrishTimesBiz Between Barroso going to Goldman and this the @EU_Commission is getting a very serious self inflicted problem,sadness,1
1464,.@billradkeradio is not a fan of The Beat Happening. But that's not to discourage aspiring other Olympia musicians! #KUOWrecord,sadness,0
1465,im having the worst week ever and i cant even go home yet to just sulk in my bed,sadness,3
1466,Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz ,sadness,0
1467,@cardiff_blues @CardiffBluesSC Italy another round lets not drop our play and take it to them with a big result out there guys #blues,sadness,0
1468,#Drunk people annoy me when I'm #sober lol. | #fact #TeamFollowBack #RockTheReTweet,sadness,0
1469,"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed",sadness,2
1470,Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better,sadness,2
1471,Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans,sadness,3
1472,@charles_gaba @NateSilver538 @DavMicRot @FiveThirtyEight A litany of name-calling. How dull.,sadness,0
1473,@trashcami this cured my depression,sadness,0
1474,@RiRiMathew even when we're fighting I'm laughing. I probably have serious ingrained issuesðŸ˜‚ðŸ¤—,sadness,0
1475,@OHSOVICTORIOUS_ @FaZeAdapt We all seen it coming.. it's sad. But her Instagram comments on her pics are funny. Adapts fans blew it up ðŸ˜‚ðŸ˜‚ðŸ˜‚,sadness,0
1476,"When I was new, I hate the Judge Judy sponsorship style- but looking back it was the only thing that worked. #recovery #sober #cantconacon",sadness,0
1477,This is the first time I've been sober on my birthday in 6 years. #recovery #sobriety #sober #soberissexy #sobernative,sadness,0
1478,"All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece projection.",sadness,0
1479,Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost,sadness,0
1480,#HRmanagement must discourage the expediency factor from encroaching on the rolling out of a credible #workplaceviolenceprevention policy.,sadness,0
1481,"Absolutely hate the Apple Watch iOS 10 update. Completely buggered some of my apps, including Spark. Awful interface, too. #grim",sadness,2
1482,@MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!,sadness,0
1483,Never dull moment here,sadness,0
1484,"At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -@GlenEwing #lost #podcasting #talkshoe",sadness,1
1485,. @UNFCCC @uncclearn The problem is the time it has taken to do this means its going to be out of date already. #sadly,sadness,1
1486,"@TNFryed Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression",sadness,3
1487,@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,sadness,1
1488,Cmon blues we are 2 home games away from another CC semi - I love those Wembley away days. Being on anyone at home please! âš½,sadness,0
1489,@hedgegirl I was only joking. I don't have any parents. ðŸ˜ˆ #dark,sadness,0
1490,@sainsburys Could you ask your Chafford Hundred store to turn on their car park lights? A bit scary these dark nights! Thanks.,sadness,1
1491,Never ever been this unhappy before in my life lmao,sadness,3
1492,At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society,sadness,0
1493,"@GRIPLIKEAVICE_ I wouldn't mind if it didn't you know, threaten my job when I disagree. Puts a damper on things.",sadness,2
1494,@flybe Doesn't explain the ability to land at Manchester but not Bradford - other than more convenient for Flybe. Many unhappy travelers,sadness,3
1495,@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.,sadness,3
1496,"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home",sadness,1
1497,"@darryella it doesn't chip and it doesn't get dull. Nails gone be looking perfect the whole time, except they gone be grown out ðŸ˜‚",sadness,0
1498,I miss when social media was a place to get laughs off and jump in DMs lol..... shit is depressing now ðŸ˜ž,sadness,3
1499,My encouragement today is my dog while my head is in a fog. #epicfail #depression #feelingfedup #tired #ihaveheardeverything #wondering,sadness,3
1500,@greencapt there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.,sadness,1
1501,No sober weekend ðŸ™‚ðŸ™‚ðŸ™‚,sadness,0
1502,Yet again another night I should've stayed inðŸ˜Š,sadness,1
1503,November #canola lost $5.50 to $464.20 per tonne.,sadness,1
1504,@BluesfestByron second artist announcement looking good #bluesfest2017  #Music #byronbay,sadness,0
1505,"@pureleine though lately with how bad my depression has been i feel like my body is like just, taking what little it can get",sadness,3
1506,now im all alone and my joy's turned to moping,sadness,3
1507,I hate when it's gloomy outside because it always gets me in a depressing mood,sadness,3
1508,So unbelievably discouraged with music as of late. Incredibly behind on Completing my album. Not digging this at all.,sadness,2
1509,@kelly_welles they were brilliant weren't they? Made me feel v dull not having one. And why no tattoo emoji! This'll have to do... âš“ï¸ x,sadness,0
1510,@kcbbcxo don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards ðŸ˜Š it'll get better!!,sadness,0
1511,"@charles_gaba No, I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is. #sadly",sadness,2
1512,"The labor of love is not cheap or inexpensive, it's the time spent earning it. #lackadaisical #dreamer",sadness,0
1513,How's the new #BatmanTelltaleSeries? Looks good but I'm growing weary of this #gaming style... #Batman,sadness,0
1514,the sad moment when u hand in an exam knowing u failed and grieve by eating and sleeping,sadness,3
1515,i lost my wallet lol.... again....,sadness,0
1516,@keyshamackie it's fucking dreadful for live footy matches,sadness,2
1517,"@narcissusheiyan  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people",sadness,2
1518,@rickygervais my first time in Slough so checked out the new station floor  #LifeOnTheRoad,sadness,0
1519,"@Janet_Reid Wonderful post! Novelists shouldn't be discouraged by rejection, but they usually are because their work is so personal.",sadness,1
1520,It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld,sadness,3
1521,Might go on @RadioX tomorrow to hopefully win a new car. My current one stinks of gone off milk. #grim,sadness,1
1522,Dont dull #Dutty_Wednesday,sadness,0
1523,@NikhilTikare i like cold gloomy weather,sadness,0
1524,My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru  #tumblr,sadness,2
1525,My name is John Locke and you can't tell me what I can and can't do #lost #ã‚¢ãƒ‹ãƒ¡,sadness,0
1526,@CrystiCaro yeah agree - I think it was a family member and they covered up #sad,sadness,3
1527,@wabermes The @RavalliRepublic had a good one but then the reporter quit. #sad,sadness,3
1528,"If Troyler will die, I'm gonna die with them\n#troyler #sadness #fuckin'lifeisnotafairytale",sadness,3
1529,Damn gud #premiere #LethalWeapon...#funny and #serious,sadness,0
1530,#vinb I'm alot more interested in hearing bout differences between parties political ideologies. Parties murky origins r irrefutable #vinb,sadness,0
1531,Overwhelming sadness.  This too shall pass. #lost #lonley #startingover,sadness,3
1532,Idk why people be glorifying depression. I wouldn't wish real depression upon my worst enemy. Shits the worst stop acting like it's cool,sadness,3
